TractFIPS,ACCESS2_CrudePrev,ARTHRITIS_CrudePrev,BINGE_CrudePrev,BPHIGH_CrudePrev,BPMED_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CHECKUP_CrudePrev,CHOLSCREEN_CrudePrev,COLON_SCREEN_CrudePrev,COPD_CrudePrev,COREM_CrudePrev,COREW_CrudePrev,CSMOKING_CrudePrev,DENTAL_CrudePrev,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,KIDNEY_CrudePrev,LPA_CrudePrev,MAMMOUSE_CrudePrev,MHLTH_CrudePrev,OBESITY_CrudePrev,PHLTH_CrudePrev,SLEEP_CrudePrev,STROKE_CrudePrev,TEETHLOST_CrudePrev
13121009603,14.2,13.8,23.9,20.4,70.9,5.2,7.0,3.4,74.5,87.5,69.4,3.1,36.0,32.7,9.0,77.5,5.5,24.9,1.8,13.3,81.6,9.0,20.2,6.4,30.0,1.7,5.9
13121009700,9.1,20.9,18.9,27.8,80.4,8.1,7.2,5.0,80.0,92.3,71.3,4.3,37.8,36.6,7.7,82.1,7.6,34.0,2.4,13.3,81.7,7.7,20.4,7.6,27.2,2.3,4.5
13121009801,9.5,23.9,17.0,30.4,82.6,10.0,7.0,6.3,81.3,92.8,71.8,4.8,38.4,32.7,7.3,81.8,7.9,35.0,2.9,14.7,81.0,7.4,19.2,8.0,25.8,2.8,5.5
13121009802,9.0,19.4,19.7,25.7,79.3,7.7,7.0,4.7,79.3,91.9,71.9,3.9,38.6,37.0,7.1,82.6,7.0,32.3,2.3,12.5,81.7,7.5,19.5,7.1,27.1,2.1,4.2
13121009900,9.2,16.6,22.1,22.2,75.3,6.6,7.1,3.8,77.0,90.4,71.5,3.3,38.8,37.0,7.5,82.5,5.7,28.8,1.9,11.7,81.8,8.2,19.4,6.5,27.8,1.8,4.1
13121010001,12.0,16.7,21.8,22.6,74.6,6.3,7.3,4.0,76.6,89.5,70.5,3.7,37.6,35.1,8.9,79.2,6.2,28.1,2.0,13.5,81.5,8.8,20.5,7.1,29.3,1.9,5.3
13121010002,9.6,17.8,20.9,24.0,77.6,7.3,6.9,4.3,78.1,90.9,71.1,3.4,38.9,34.2,7.0,82.4,6.1,29.7,2.1,12.3,82.3,7.6,18.8,6.5,27.1,2.0,4.4
13121010114,18.7,15.9,22.0,23.6,71.9,5.4,7.8,4.1,74.9,86.1,66.4,4.4,34.1,31.2,12.1,71.8,6.4,27.0,2.1,17.3,80.2,10.7,22.5,8.3,31.8,2.1,9.3
13121010211,14.2,15.6,22.1,23.1,74.3,6.1,6.8,3.7,76.5,89.7,69.2,3.3,38.9,34.4,7.5,80.8,5.9,28.4,1.9,13.1,81.2,7.8,20.5,6.6,28.3,1.8,5.1
13121010303,17.2,20.5,15.2,38.9,81.6,5.7,9.7,4.6,84.6,92.0,69.1,4.7,26.8,29.0,11.9,68.5,12.6,30.1,3.1,21.0,85.8,10.5,31.4,9.9,39.9,3.6,10.7
13121011800,26.1,13.8,18.7,28.4,67.5,2.8,11.2,4.0,78.4,80.9,55.8,5.2,21.3,22.1,18.3,52.1,9.7,22.2,2.6,25.5,83.7,17.4,31.5,11.4,42.6,3.0,23.2
13121011900,23.7,14.7,19.6,27.7,69.6,3.3,10.2,4.3,77.0,81.6,58.5,5.2,21.7,23.0,17.6,56.1,9.5,23.6,2.6,23.2,82.9,15.8,29.9,11.0,40.3,3.0,19.9
13121012000,33.1,24.4,14.1,41.8,78.5,4.5,12.3,8.0,80.8,85.3,49.5,9.9,16.9,19.1,26.4,41.4,18.5,31.5,4.5,36.6,83.3,18.6,40.9,19.0,46.4,6.1,33.3
